Description,Usecase Info,Sign,Accounted Amount,Original Amount,Original Currency,Rule Id,Rule version,Journal Reference,Event number,Event version,Transaction date,Accounting date,Accounting period,Posted to ledger,Document number,Original Document Number,Original Event Number,Original Event Version,Source document type,Source document reference,Transaction,Amount Type,Amount Sub Type,Amount Category,Difference Type,Issuance Date,Document Type,SubEntity Type,SubEntity Number,Journal Date,Degraded,Aggregation 1,Aggregation 2,Aggregation 3,Aggregation 4,Aggregation 5,Aggregation 6,Aggregation 7,Aggregation 8,Aggregation 9,Aggregation 10,Ledger account number,Destination Ledger Type,Cost Center,Journal Transaction Currency,Aggregated Journal Line ID
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211337#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67504986/5501273478,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211334#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67504986/5501273471,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211331#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67504986/5501273459,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211327#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67504986/5501273437,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211325#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67504986/5501273435,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211322#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67504986/5501273421,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211316#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67503155/5501273428,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211313#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67503111/5501273294,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211308#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67500716/5501273415,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211303#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67500716/5501273401,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211300#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,62500082/5501273394,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211297#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,62500034/5501273414,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211293#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,61552481/5501273501,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211280#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,61501775/5501273467,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211437#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,69582170/5501273452,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211434#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,69567735/5501273491,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211431#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,69567735/5501273413,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211428#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,69567735/5501273410,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211423#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,69567735/5501273371,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211412#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67754013/5501273434,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211402#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67701620/5501273497,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211399#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67599033/5501273384,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211395#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67599033/5501273379,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211392#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67591683/5501273407,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211388#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67527644/5501273495,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211384#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67527644/5501273454,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211380#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67527644/5501273440,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211377#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67527644/5501273425,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211372#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67527644/5501273404,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211369#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67524192/5501273341,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211364#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67505852/5501273396,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211360#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67505734/5501273431,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211358#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67505734/5501273390,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211421#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,69567735/0609821391,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211415#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67754013/5501273474,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211413#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67754013/5501273443,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211403#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67706973/5501273463,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211400#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67599210/5501273472,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211397#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67599033/5501273382,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211394#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67599033/5501273376,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211391#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67591683/5501273406,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211389#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67527644/5501273496,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211386#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67527644/5501273482,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,DEBIT,0.00,0.00,CAD2,387746563,1,59211383#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67527644/5501273446,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003730,GL,ARC,CAD2,31
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,CREDIT,0.00,0.00,CAD2,387746564,1,59211413#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67754013/5501273443,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,COM,BCOM,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003736,GL,ARC,CAD2,32
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,CREDIT,0.00,0.00,CAD2,387746564,1,59211403#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67706973/5501273463,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,COM,BCOM,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003736,GL,ARC,CAD2,32
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,CREDIT,0.00,0.00,CAD2,387746564,1,59211400#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67599210/5501273472,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,COM,BCOM,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003736,GL,ARC,CAD2,32
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,CREDIT,0.00,0.00,CAD2,387746564,1,59211391#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67591683/5501273406,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,COM,BCOM,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003736,GL,ARC,CAD2,32
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,CREDIT,0.00,0.00,CAD2,387746564,1,59211389#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67527644/5501273496,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,COM,BCOM,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003736,GL,ARC,CAD2,32
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,CREDIT,0.00,0.00,CAD2,387746564,1,59211386#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67527644/5501273482,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,COM,BCOM,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003736,GL,ARC,CAD2,32
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,CREDIT,0.00,0.00,CAD2,387746564,1,59211383#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67527644/5501273446,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,COM,BCOM,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003736,GL,ARC,CAD2,32
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,CREDIT,0.00,0.00,CAD2,387746564,1,59211381#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67527644/5501273444,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,COM,BCOM,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003736,GL,ARC,CAD2,32
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,CREDIT,0.00,0.00,CAD2,387746564,1,59211378#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67527644/5501273432,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,COM,BCOM,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003736,GL,ARC,CAD2,32
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,CREDIT,0.00,0.00,CAD2,387746564,1,59211373#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67527644/5501273405,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,COM,BCOM,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003736,GL,ARC,CAD2,32
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,CREDIT,0.00,0.00,CAD2,387746564,1,59211365#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67509971/5501273480,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,COM,BCOM,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003736,GL,ARC,CAD2,32
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,CREDIT,0.00,0.00,CAD2,387746564,1,59211362#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67505852/5501273393,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,COM,BCOM,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003736,GL,ARC,CAD2,32
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,CREDIT,0.00,0.00,CAD2,387746564,1,59211351#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67505524/5501273422,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,COM,BCOM,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003736,GL,ARC,CAD2,32
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,CREDIT,0.00,0.00,CAD2,387746564,1,59211348#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67505211/5501273461,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,COM,BCOM,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003736,GL,ARC,CAD2,32
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,CREDIT,0.00,0.00,CAD2,387746564,1,59211343#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67504986/5501273488,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,COM,BCOM,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003736,GL,ARC,CAD2,32
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,CREDIT,0.00,0.00,CAD2,387746564,1,59211340#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67504986/5501273485,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,COM,BCOM,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003736,GL,ARC,CAD2,32
AGMEVA-Agency Memo-AMI,AGENCY_MEMO_ISSUANCE,CREDIT,0.00,0.00,CAD2,387746564,1,59211338#0#1,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67504986/5501273479,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEVA,COM,BCOM,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,1901,,,,,,,,,,1109003736,GL,ARC,CAD2,32
